time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
1.4400000000000008,1.1589644277463176,1.0023480024392157,0.0,3.50971148494072,0.21246411147808697,0.0,2.0664322105627395,3.9001949930155546,-13.446981464826532,-7.457418379326498,-12.453318949744482,0.0,900.446558269806,887.9547031781915,86.69453171394537,742.1723728032557,23,72
1.620000000000001,12.458783665758533,1.1562232190253952,0.0,5.613949019144716,4.142270965578817,0.0,13.139823769228746,1.2072899638342314,-14.255616065707175,13.169455145309039,-25.60750018500671,0.0,896.6914128409643,387.3037534510783,119.33089163477133,841.0601986113313,24,81
1.5000000000000009,3.3272374425502065,-0.25342789779932473,0.0,5.892250280646369,3.73569415121797,0.0,10.275610306012608,3.0511670274025233,-16.831949554224344,-15.669940953076622,-23.816194810080383,0.0,891.5380538525438,495.8855802768343,507.0485332452794,553.05786867077,25,75
1.4400000000000008,2.2979994251799463,2.791588351267698,0.0,5.947352516782303,1.7424173322916356,0.0,5.024226581704714,5.257655380758999,-15.2014351901189,-8.174467381907567,-8.792416589353993,0.0,899.63740329555,877.9548837647093,263.043484013893,512.2519256885154,26,72
1.3200000000000007,-2.761811022335467,-0.5776585444933492,0.0,1.7418022813452403,5.220332061639457,0.0,-3.3469788222324257,-1.2126076981891067,-15.585781249614113,-28.517142027023176,-13.267671463781463,0.0,900.3455024318359,864.70017033931,891.7973188781281,19.552186588364016,27,66
1.4400000000000008,-6.382874278604385,-1.7814860964198147,0.0,4.697483635636392,5.742316782933678,0.0,-7.905114620818168,-0.45135772128395535,-12.856866899742393,-28.72019824860097,-12.812563912475925,0.0,899.7517342779255,833.5156654605771,895.6264460508181,16.763784723931902,28,72
1.3800000000000008,4.161693240461906,-0.0053680088421760525,0.0,1.8125381439139456,4.122010134365713,0.0,13.113428603182244,1.5629901076999146,-14.030238697704394,-23.963668827678514,-14.021206863779767,0.0,899.2416753615976,840.9930828705136,728.4039342663606,231.687044403147,29,69
1.3800000000000008,6.971700563578083,2.2358750008976895,0.0,2.6065069072371685,1.9334329090599915,0.0,8.029547845005693,4.095234416228943,-13.825600769582097,-22.980562237580408,-12.451583467749257,0.0,900.4169753812762,890.6306827271771,666.4106333610425,181.6506925086746,30,69
1.3800000000000008,9.830346322523843,-2.0858377746587338,0.0,0.05459048928156918,4.387907092033551,0.0,11.51086880300666,-2.559771644475932,-14.97368773960996,-11.976579861221579,-28.496893403808095,0.0,900.0507647494748,88.68438434072536,525.264961614955,692.2539050098443,31,69
1.5000000000000009,2.1108996334012344,1.4664314518071084,0.0,2.969856454973323,3.44419277574476,0.0,8.289523019117256,3.6362278177761436,-13.754364654815276,-26.273567538848333,-11.866412026224125,0.0,899.944266779069,891.6735732184047,782.4182249241853,140.65996711430446,32,75
1.620000000000001,2.4229153346693177,-10.02090389341268,0.0,2.7258535351560322,1.3318466543577987,0.0,1.8590685490040526,-9.72068551156134,-15.007979474716864,-19.576957819697146,-28.783809425069695,0.0,899.9315101390761,37.923526723989085,899.0108464921537,705.0654749572116,33,81
1.2000000000000006,-1.7367001204456674,0.11403933831915973,0.0,3.8533853102706104,1.2353993685903175,0.0,-5.136026795162768,-0.6621472241467481,-15.28569861870184,-28.719653653504796,-20.89428548598288,0.0,900.0720376241154,636.5476383053308,898.4058614411599,56.540502807636656,34,60
2.2200000000000015,5.325060533958927,-8.602543891558218,0.0,2.444804398128099,5.559821580905361,0.0,2.014462037495225,-3.7844978241909777,-11.736355666307043,-26.32527027828189,-28.592893344000228,0.0,900.386719382917,127.5771412578815,899.1997251456319,289.4464250852702,35,111
5.0399999999999805,14.616569485949286,-0.4187402782980847,21.660616624481293,1.6988400069851668,2.2452855714611673,0.0,3.4028256237627104,8.761294957417952,5.482840420090981,-28.839751899771343,-25.870433462786224,0.0,899.7363832768564,482.03861918146225,900.1061545581738,6.465543714221507,36,252
2.4000000000000017,1.7445588989991698,-1.9557133588053244,0.0,0.3351850347153622,1.8680622054119986,0.0,-0.5694396516564253,-2.5195819601565894,-11.005925373653996,-28.594166017437605,-23.365661559359534,0.0,900.0232143694061,467.10495798835217,899.2019056559471,128.49316855657185,37,120
1.3200000000000007,-1.0673874857205325,-2.7639318814844844,0.0,0.9238572053206235,5.9674309630274776,0.0,-2.0147718615822345,1.5534997866560194,-18.042025850933825,-28.59138758353482,-26.866654987885937,0.0,899.0854718726482,287.3147087126766,899.8425425685851,135.96832835343827,38,66
1.3200000000000007,-2.0478371395841988,-5.208647469503806,0.0,1.4493173751198896,6.027536195644237,0.0,-2.5724732569277333,-2.365582341039759,-19.056510236029617,-28.73971906467115,-26.34296819966553,0.0,900.3356149994007,350.44251159828815,899.876864599094,79.69989280275668,39,66
1.3200000000000007,-2.125354294054212,-5.851372639092932,0.0,1.547551271055541,5.693252416993932,0.0,-2.7029433011807393,-4.020713199992242,-19.400099398648326,-28.758030003224416,-26.33162570021698,0.0,899.8390136106902,362.5500597935845,900.4201682416729,74.9972780784421,40,66
1.1400000000000006,-1.5508940212520514,-1.5480794362944672,0.0,0.1599786575890283,4.884652639984019,0.0,-2.1798958614933746,2.488341308047243,-17.13652710312987,-28.40518246747705,-27.407836371999505,0.0,899.987631626296,251.0172562955322,899.6363246856716,187.83066288271948,41,57
2.0400000000000014,4.730697676003451,5.540054154197852,0.0,5.667448439137807,4.467597401509188,0.0,13.613261706013972,5.6649471542044445,-12.289070511960157,-28.770274767442526,-9.215728771997462,0.0,899.6530671066798,893.1455107482345,898.6137808999663,57.8009096281203,42,102
1.1400000000000006,-1.3408504983203577,0.8299370628896409,0.0,6.122181742329452,1.8365828532913717,0.0,0.20158375418547547,2.965303509769241,-17.31417782682737,-28.759202424151294,-23.979771759013122,0.0,899.5872910131491,440.84870234971237,900.5611036596621,81.64548194052098,43,57
1.3200000000000007,-0.4353343405753947,-3.755570463312679,0.0,0.7549189945156334,5.452962990646547,0.0,-1.4565322390374806,-0.08421405626320788,-19.017652416292545,-28.577762135221917,-26.28123692761483,0.0,899.6316137466771,359.6020124428898,900.5409202423788,140.0558556828836,44,66
1.2600000000000007,0.6969802338999891,6.047254005198538,0.0,1.581682988991755,3.4867395149636167,0.0,7.874981198985681,9.089447984673857,-14.683119616334437,-28.848198947680842,-9.863925804143342,0.0,899.9271755603356,897.0734496229423,900.531481776044,3.0370893521155438,45,63
1.2600000000000007,2.43701563307216,-5.9622240109523785,0.0,0.9889075664550466,5.603076172101012,0.0,1.474398963223585,-8.375769173501384,-18.084893201966253,-28.695695078350283,-22.65316641794623,0.0,900.0089942962949,640.3444379689008,899.8185944845891,65.2027333185498,46,63
1.2600000000000007,1.5753716418574761,5.17327816313032,0.0,6.120043515662726,5.0675622070776996,0.0,7.238570207204764,7.913210993414102,-15.409085572606166,-28.818870762984123,-10.280445690039185,0.0,899.9585427263457,886.2308712822523,899.4683176462028,8.287510850832984,47,63
1.2000000000000006,2.8098722641631135,0.6478584421972372,0.0,2.4241996985584677,0.46711124744382104,0.0,5.6604584646796505,2.4505415021907,-19.64655564921652,-28.390037128586005,-17.524964595753104,0.0,899.9431580527263,891.9862097230518,900.0496408745129,60.73647994469998,48,60
1.4400000000000008,0.10219245978411302,-10.68495040001923,0.0,0.8676873551412498,2.493889630750198,0.0,3.6666242690333855,-12.317607407466985,-12.300426147947084,-28.8318137512608,-15.204210566527795,0.0,900.305516137952,809.8497699320629,900.4738657680118,18.481325587361965,49,72
1.4400000000000008,0.2940633309099924,-9.920571549374836,0.0,1.2561810800720172,2.507763345900827,0.0,3.1184071201769585,-11.596734094715465,-12.189795450715605,-28.80876624637804,-15.58003167779378,0.0,900.2600822541556,806.0481118559214,899.7081800442877,20.83379587770292,50,72
1.1400000000000006,1.4514348620737187,2.5244413778846413,0.0,2.5156322546536476,3.653462543027935,0.0,4.561797815106999,5.595792495623748,-16.779131490173132,-28.74525139496923,-13.919816910788777,0.0,899.5919200341433,893.8473333189999,899.6209864292865,13.538988335006168,51,57
1.0800000000000005,-0.24196015968833567,-2.509902128337163,0.0,0.63601141889872,4.675387120426397,0.0,-0.06010756974992543,-5.129330980366651,-19.329993300677675,-28.241029350339137,-23.90950242112393,0.0,900.6299227638709,458.12356514535634,900.5694886291574,163.6510706069101,52,54
1.2000000000000006,3.1539615112676294,0.1552543209790238,0.0,5.170228542817991,1.722066137275295,0.0,1.7270529352743318,-2.274589189238977,-16.851635621045393,-28.73507132318558,-15.07479570326349,0.0,899.5245184114244,740.257114003572,900.304247920407,63.60633791264904,53,60
1.1400000000000006,1.6016855520559246,1.0015557206394263,0.0,0.7552037720684517,4.994770384834659,0.0,6.832655810736751,0.027377132497195963,-16.40850482461192,-28.67560221783746,-15.25622911346545,0.0,900.1329705920126,875.229099624202,899.2210898573468,37.124358590576705,54,57
1.680000000000001,1.9706792255938825,1.1979709799054943,0.0,3.5936901384018576,1.1988100432925926,0.0,-5.288539027995717,-1.3887325208709134,-12.894896966293416,-28.83858165162168,-10.843270344463368,0.0,900.2292255086195,884.3998929606316,900.7069554562028,12.905151564093718,55,84
1.620000000000001,-3.473945521225608,7.890802218241477,0.0,3.4997058437660424,3.505616349230557,0.0,3.8387106485590055,10.350358354744062,-15.459531906854886,-28.82985926555622,-11.182963866600947,0.0,900.3061360517637,890.8090654169423,899.8478451310486,3.237954815959271,56,81
1.5000000000000009,-3.9752283615197364,1.988136264262841,0.0,2.92335051407861,2.551521665579328,0.0,-5.99995510291806,0.661162200494335,-13.639957411979047,-28.14240741954045,-19.99437596083608,0.0,900.437732460107,812.2670620390106,899.2880682739667,38.59463114524413,57,75
1.740000000000001,-1.7821678172650324,-0.5489922092585591,0.0,0.6753993045561169,2.2332957963796716,0.0,-0.14128418323308523,-2.3701665672828014,-18.058311322317998,-24.598862474597478,-28.373343273575966,0.0,900.0561980978345,75.62584951509564,900.3889367930482,569.4806924679076,58,87
1.2600000000000007,-3.481692699166387,-1.0740189295127949,0.0,1.5213296300715546,4.632455692211204,0.0,-3.63744228869706,-1.212558053252124,-15.465029068205581,-20.568023030612604,-28.732279072945715,0.0,899.6644893272487,34.87870384406211,900.4464092715517,731.1270815116508,59,63
1.5000000000000009,-4.446419416234454,-1.5407643954127104,0.0,0.00899515624286007,4.3446422061766,0.0,-3.777583874639274,-2.2338824274079085,-14.536370671432492,-21.488273877122925,-28.74317598627916,0.0,899.4842452891243,67.36623395244479,900.1891871557091,609.7418079728393,60,75
1.5000000000000009,-5.3174348615253,5.657095857742201,0.0,1.5602250953651895,1.8613150471007227,0.0,-4.50968795892557,9.117549839811836,-14.390933963932113,-28.17713802192522,-23.326327986749035,0.0,900.2826635639087,567.4869814863197,900.1786514774319,124.67137965190645,61,75
1.8600000000000012,-7.318714926548149,3.1318434684865744,0.0,6.06752501427669,0.19154126629089507,0.0,-5.7439555896178565,0.428312742882611,-11.994449733650038,-17.95223669347312,-28.777162412076994,0.0,900.2492753033566,54.577835148026054,900.151323821281,778.9841358142637,62,93
1.680000000000001,-6.187481376147817,0.16864983031579286,0.0,1.1743951440338298,4.760089819420784,0.0,-4.846098568903411,-0.451139650205671,-14.351334995951813,-17.50780203726137,-28.829695148905042,0.0,900.0726133820294,17.678171822958518,899.9853627453698,768.1907281707317,63,84
1.8600000000000012,-7.612673914234735,0.4362514460431235,0.0,3.4368172960104406,5.810473221329039,0.0,-5.684429621226709,1.6734057262658972,-14.904957255718125,-20.762022365205972,-28.808822600455798,0.0,900.0911753469958,46.310754663297246,900.0049198624421,610.2826842200384,64,93
1.740000000000001,-7.16263732030692,-2.797511209829702,0.0,0.27778901991374205,3.0635166954135045,0.0,-3.645650006864477,-2.0030352671042992,-14.716247290036131,-16.749099533444035,-28.79847995606818,0.0,899.3488989008181,28.706238869312934,899.6338095427719,722.2145980361586,65,87
1.740000000000001,-7.2255278980006645,-0.25353627523128114,0.0,0.4773168948837778,3.0190335502029235,0.0,-3.437671082244754,0.656222531012109,-16.98931325182889,-17.209064984198978,-28.79637302314162,0.0,899.3643210178259,31.0983961419905,899.3794865078846,736.8856743027847,66,87
2.0400000000000014,-8.606456193569514,0.41863370941751993,0.0,2.327599208594817,1.0164920596289075,0.0,-4.953322449179285,0.740250381961312,-13.491967767028475,-20.859355320957864,-28.36727888137767,0.0,899.9438119949331,146.50617157602545,899.5532543957517,637.1457082024826,67,102
1.8600000000000012,-7.367617245226489,-2.526127865750443,0.0,2.7417626610685613,5.946260820865027,0.0,-5.428341866183057,-0.9024455704433298,-14.157256611072539,-17.902156685175612,-28.67669598860012,0.0,901.0366156947055,110.03021033145468,899.8759528673954,676.4109595782928,68,93
1.680000000000001,-6.296069188137352,1.4568709948876417,0.0,3.6083425189296285,0.536614781329348,0.0,-4.974344230012261,1.1865405217627998,-16.15670632156582,-21.329658515602212,-26.422710244077486,0.0,900.0656535259566,413.4675419361063,899.9348755896228,589.027125688585,69,84
1.8600000000000012,-7.1943295085742225,-1.8153323353566002,0.0,0.15990319645596518,6.222247175619588,0.0,-5.6902322349851655,-2.6076578947587707,-15.33440795321539,-17.581729388040483,-28.242248744411423,0.0,899.4702577412305,213.0259672122724,899.0455029143193,662.4409280006397,70,93
1.740000000000001,-6.466660513754612,2.1535468701689884,0.0,1.3827243745742592,0.20823883173736668,0.0,-6.041580134675475,1.791760633275405,-15.040228342221253,-16.722897241202762,-23.881216079580962,0.0,899.9342386179941,599.15198715524,900.140170381786,736.0345628799982,71,87
1.9200000000000013,-8.370954190145426,-0.09357662732239498,0.0,1.745582559933256,1.638622724599931,0.0,-9.177248876615444,-0.966146077457953,-8.705565789195328,-16.747889596177618,-21.977329052887303,0.0,900.6293085149466,629.039036565113,900.726031743375,732.8291286312759,72,96
1.8000000000000012,-8.327599980509381,-0.6202366086253106,0.0,3.774287606134468,1.8261759542514096,0.0,-8.337643959841825,-0.7036070469841198,-12.629045544222054,-8.603435788429795,-28.377464009144788,0.0,899.7806977839323,161.25782155761885,900.1333756999907,864.2487727693119,73,90
1.8000000000000012,-6.703734306795659,-0.023735119967733774,0.0,4.636345126124661,1.6200972790298653,0.0,-3.8687233463555906,1.2817819801062151,-14.490161347178883,-7.641064272373389,-28.086870228381148,0.0,899.8200854687982,213.62417856151694,900.1439475914538,869.8157807784266,74,90
1.8000000000000012,-6.898940598154246,0.11058398961764387,0.0,5.299387473515537,3.5761913871435524,0.0,-5.878187166414605,1.2229614147604075,-19.579416990428502,-6.879318205278731,-23.448096804798404,0.0,899.6496029382405,329.2824119857897,898.9002209638668,890.2091514071024,75,90
1.8000000000000012,-9.883038531081368,-0.7685887385137118,0.0,1.0701904903453237,0.7634057987402167,0.0,-20.129666007500266,-1.1881630908535081,-14.050006664491058,-0.2013167078226135,-11.111454286035341,0.0,899.9206416592922,878.6883009025561,860.6862178625281,875.9526740814713,76,90
1.8600000000000012,-11.017393947674538,0.7063811340950014,0.0,5.772106938041013,1.2359960846722853,0.0,-18.352375900261162,0.7570861045425822,-15.291211721735335,19.901389399940946,-9.411198679257042,0.0,900.224853707278,898.5182902413886,427.1418588655745,892.4445440418849,77,93
2.0400000000000014,-8.61289263106723,-3.8966786799667563,0.0,4.779374290239726,4.493314321528814,0.0,-9.343921951395842,-12.180715948821867,-17.044127720223234,1.9194977410387721,-22.830661973311745,0.0,899.7126935432042,517.5208877271134,894.6472552918354,886.1221582006776,78,102
1.2600000000000007,6.4046351273341235,-0.630632847784255,0.0,2.021671044248686,6.127562043764435,0.0,5.271871698568277,2.366405430913968,-21.840823721571937,-12.831318807185838,-14.304430875230853,0.0,899.9569115763117,862.9053013707176,899.9194475041047,740.1180723863795,79,63
1.560000000000001,5.110313934569927,1.1881075347216328,0.0,5.25567167870466,0.2120616361620522,0.0,4.411251642185882,-1.584627940042834,-14.247063032367649,-18.30157625906149,-15.555614911906911,0.0,899.5847186465995,844.7996093540194,899.981075420929,608.749746795567,80,78
1.9800000000000013,9.472076980458422,0.6937427753720157,0.0,4.56436007033879,1.8936019294152082,0.0,5.530156898510356,0.11917578623438851,-11.824098085227249,-25.670841357204722,-7.147512848178811,0.0,900.3854109879359,899.6663269295844,900.4916974030605,250.98013296677306,81,99
1.2600000000000007,7.712355990427168,0.2084204286734936,0.0,0.9852792427655448,4.90449732144104,0.0,15.275880240311484,0.877125730169092,-17.59806737329188,-13.8878875715528,-13.482081172677058,0.0,899.9245241170626,878.1324084086907,900.4756204241494,715.4465319842345,82,63
1.0800000000000005,-0.4529573284304998,-0.7085342731644324,0.0,2.9657560393785474,0.4565125160368577,0.0,-1.653220627803941,-0.38672845998572575,-14.932998858418594,-6.849522956345516,-27.741928201218577,0.0,899.6021937207272,98.84931034994096,899.346188596912,887.2536865278516,83,54
1.0800000000000005,0.9916475767381426,-0.39354191361429175,0.0,2.6086217795092903,0.6898579094901489,0.0,-0.9398256181630337,-0.2841706775200935,-15.902765563334004,-8.648204320096582,-26.349642326034218,0.0,899.4019692180386,220.22963303374206,900.1126148969516,877.2160266628324,84,54
1.680000000000001,-23.07470219260592,-3.5405763366195657,0.0,3.908117552751225,5.708307855303097,0.0,-25.5107057965623,-1.4606357304007203,-14.246900789409455,28.849290992957737,-3.884301088599943,0.0,900.2365541446633,899.5972365898555,0.25828611886385155,900.4323339658498,85,84
1.2600000000000007,6.693595692981696,0.5695119570974881,0.0,0.5043562676059823,3.710724317414993,0.0,12.602278546305879,0.7884205462587832,-15.069379815930443,-6.876392823851252,-17.21111759806763,0.0,900.0084976829253,819.401283355568,899.9998155718932,802.0845771913051,86,63
1.1400000000000006,-1.3353773150054447,2.4540983278512494,0.0,5.154140730948111,0.9554571149191311,0.0,-2.6647419865894157,4.36823828540495,-17.27183915696229,9.802387533703993,-17.119210659391932,0.0,900.4119315395966,715.5689297071269,832.9722931877385,869.8059178199932,87,57
1.3200000000000007,6.340120359057684,-0.8533729617211938,0.0,1.7224382316747615,3.474349430062082,0.0,9.96323051849932,-2.8391494375445783,-18.673150826442058,-9.924236646932718,-18.037149036917786,0.0,900.4401833179926,778.6625211101306,899.5048325015824,831.4482856129213,88,66
1.0800000000000005,6.721650885690764,-0.29338548766958744,0.0,3.100219692678916,1.4307700738360252,0.0,1.7128102408142736,0.8145548420559079,-17.22504542931976,-16.964281267118825,-13.069496334019009,0.0,900.041802406833,877.2953799497701,900.3374751275917,609.9146622743049,89,54
1.4400000000000008,-1.37529554192741,2.7336368177309804,0.0,3.8784543256069153,2.6108050564626843,0.0,5.707826569334037,1.7798753536185663,-14.416046589544235,13.13289536635905,-12.696985629077044,0.0,900.2433237763373,733.3136874333219,796.6180360653135,848.2029803335238,90,72
1.8600000000000012,6.864407513509406,3.8017252263943306,0.0,0.25143797701130755,3.9864210036148062,0.0,9.198643816565207,5.904523469261266,-5.668203243121847,-23.69906767086742,-7.474421120540078,0.0,900.1129315408624,891.9378527345984,899.9873104483472,490.96159654875316,91,93
1.740000000000001,-18.49215861492629,-1.7275897463500214,0.0,0.9448392140583657,2.6729433555616193,0.0,-9.725766171575371,-0.5760059004487796,-15.432323456573183,28.837758372400938,-3.6856756992721458,0.0,900.2411964771037,899.9868152766709,-0.28794942079937913,900.1579612591968,92,87
1.5000000000000009,-9.609982117577369,0.9385226431665592,0.0,5.277062886828212,3.2117678120875084,0.0,-3.9816114116662513,1.019364209647928,-14.797990130256103,28.799326342867865,-5.025305899985524,0.0,899.3976603091146,894.6601827923765,6.169103301089135,899.0273955032598,93,75
1.680000000000001,6.842319356730312,-2.565803076425332,0.0,2.1513083923806473,0.7218753910420306,0.0,0.8505514432842664,-4.488120975317472,-8.134122548027653,-4.662129677923054,-17.87481310850839,0.0,899.6895746013531,742.5684160131044,899.8471571049945,874.3702514773045,94,84
1.8600000000000012,7.777858285313561,0.3614265036097874,0.0,4.473897918330749,2.621480665767443,0.0,8.657720789517121,1.5199488291178331,-11.891085587568186,-8.731029185530517,-11.489915728571807,0.0,899.7563951071111,877.8105203029303,899.2056056989263,487.4364409437501,95,93
1.5000000000000009,1.8124602290139593,-0.6913253084916688,0.0,5.75436714674963,0.022241716378851528,0.0,5.842549823970743,-2.203766054489744,-16.6754686340572,15.510059780119503,-22.550506520484877,0.0,899.6489310150357,647.9269204918298,661.0148299546952,835.7160340151594,96,75
1.680000000000001,-3.771820802294021,2.253256861523982,0.0,1.524631241427203,5.722540031469558,0.0,-10.418711420787128,1.2759648028205501,-11.89942446224319,27.952292198645235,-12.158467078328922,0.0,900.1908152509274,836.3981643266884,15.010993110148748,898.3985593272313,97,84
1.3800000000000008,3.256109932944894,0.41407639722240214,0.0,2.8271348291168614,0.0224172538266858,0.0,5.3297691165564,2.6333007560888353,-15.109906725077943,17.916384764095003,-19.438038463181798,0.0,900.209417688096,673.9266769595677,671.6854585798162,857.1215717455151,98,69
1.4400000000000008,-10.095088242416923,1.899879080819981,0.0,3.1653666337849096,2.3136850017489596,0.0,-4.855055456658244,0.575855151036524,-14.435424726211572,28.833061646221182,-3.3447050737621598,0.0,899.5694071635985,899.8491112984528,-0.24474724986558527,899.899844148413,99,72
1.5000000000000009,-17.65245589050943,-2.3271868475389743,0.0,4.368984302917603,5.0482193225949885,0.0,-17.119286670789496,-1.8342328472073914,-15.844399874058078,28.852920769166946,-3.840820547694177,0.0,900.3077045214229,900.2349178552633,-0.0968088701890783,900.6217716749888,100,75
